.0469571,.0161936,2.525027,1.5634,1
.022,.0153047,2.525027,1.5634,2
.0421616,.0229603,2.525027,1.5634,3
.0057083,.0150475,2.525027,1.5634,4
.0340771,.0214542,2.525027,1.5634,5
-.0101825,.0120906,2.525027,1.5634,7
.0399169,.0162156,2.525027,1.5634,8
.012179,.01027,2.525027,1.5634,9
-.0045699,.0255963,2.525027,1.5634,10
.015364,.0113384,2.525027,1.5634,11
.0301811,.0158101,2.525027,1.5634,12
.0165289,.0145853,2.525027,1.5634,13
-.0001191,.0057587,2.525027,1.5634,14
.011668,.0140801,2.525027,1.5634,15
.052667,.0149998,2.525027,1.5634,16
-.0001584,.0112623,2.525027,1.5634,18
.022,.0163256,2.525027,1.5634,19
.0000925,.0147203,2.525027,1.5634,20
-.0065646,.008673,2.525027,1.5634,21
.0104733,.0133628,2.525027,1.5634,22
.011072,.0135986,2.525027,1.5634,23
.0522088,.0187668,2.525027,1.5634,24
-.0076142,.0200824,2.525027,1.5634,25
.0195221,.0110138,2.525027,1.5634,26
.0346939,.0154627,2.525027,1.5634,28
.0063231,.012921,2.525027,1.5634,29
.0097863,.0169101,2.525027,1.5634,30
.073961,.0222259,2.525027,1.5634,31
-.0086162,.0053438,2.525027,1.5634,33
-.0025026,.0055196,2.525027,1.5634,34
-.0085408,.0132074,2.525027,1.5634,35
.0184615,.0222441,2.525027,1.5634,36
.0148305,.0139107,2.525027,1.5634,37
.0505647,.0206281,2.525027,1.5634,39
.0059322,.0082454,2.525027,1.5634,40
.034,.0159068,2.525027,1.5634,41
.0260839,.0135446,2.525027,1.5634,42
.054,.0215604,2.525027,1.5634,44
.0478684,.0193055,2.525027,1.5634,45
-.016533,.0152558,2.525027,1.5634,46
.0610171,.0235195,2.525027,1.5634,47
-.0167693,.014449,2.525027,1.5634,49
.0298382,.0168555,2.525027,1.5634,50
.0193909,.0118315,2.525027,1.5634,51
.0012143,.0113536,2.525027,1.5634,52
.0400802,.0159809,2.525027,1.5634,53
.0107914,.0130241,2.525027,1.5634,54
0,.0154924,2.525027,1.5634,55
.0125786,.0160124,2.525027,1.5634,56
.0015311,.0154583,2.525027,1.5634,57
.0454643,.0168044,2.525027,1.5634,58
.0603748,.0238955,2.525027,1.5634,60
.0189155,.0194903,2.525027,1.5634,62
.056,.022166,2.525027,1.5634,63
-.0024213,.0135736,2.525027,1.5634,66
.014,.0191238,2.525027,1.5634,68
.0053476,.0053542,2.525027,1.5634,69
.040404,.0184612,2.525027,1.5634,70
.0178117,.0104197,2.525027,1.5634,72
-.0180438,.0130714,2.525027,1.5634,73
.0787005,.0244134,2.525027,1.5634,74
.0981705,.0204797,2.525027,1.5634,75
-.0123696,.013528,2.525027,1.5634,78
.024385,.0142682,2.525027,1.5634,79
.07,.0391983,2.525027,1.5634,80
.0068124,.0067127,2.525027,1.5634,81
.0300601,.0194337,2.525027,1.5634,82
.0282609,.0180915,2.525027,1.5634,83
.0151167,.0087555,2.525027,1.5634,84
.0489918,.019932,2.525027,1.5634,86
.024244,.0156845,2.525027,1.5634,87
.0470023,.025607,2.525027,1.5634,89
.0126844,.0121063,2.525027,1.5634,90
.0179831,.02398,2.525027,1.5634,91
.0087336,.0068806,2.525027,1.5634,92
.0391304,.0247674,2.525027,1.5634,94
.0394596,.0216487,2.525027,1.5634,95
-.0034992,.0269063,2.525027,1.5634,96
.0078706,.0110536,2.525027,1.5634,97
-.0066113,.0135389,2.525027,1.5634,98
.0011189,.0246332,2.525027,1.5634,100
-.0050761,.0197647,2.525027,1.5634,103
.0220069,.0193847,2.525027,1.5634,104
.03754,.0144956,2.525027,1.5634,105
.0075949,.013689,2.525027,1.5634,106
.0018517,.0185734,2.525027,1.5634,107
-.0225406,.0116918,2.525027,1.5634,109
.0175533,.0151092,2.525027,1.5634,112
.0546075,.0244591,2.525027,1.5634,113
-.0207286,.0165088,2.525027,1.5634,114
.0177306,.0216232,2.525027,1.5634,117
.0265028,.0185315,2.525027,1.5634,118
.0677966,.0229343,2.525027,1.5634,119
.0444976,.0319907,2.525027,1.5634,120
.0277521,.0166056,2.525027,1.5634,121
.0192308,.0234111,2.525027,1.5634,122
.021978,.0154371,2.525027,1.5634,123
